name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceType,sourceWorkbook,sourceSheet,sourceRow,confidence
Toilet Cimarron Bowl,K31589,Kohler,Ferguson,Toilet Cimarron Bowl,Toilet,ea,,,,,231.43,https://www.fergusonhome.com/kohler-k-31640-dry/s2053585?uid=4930731,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,191 | 176 | 146 | 238 | 275 | 165 | 128,high
Faucet with Drain,K37891,Kohler,Ferguson,Faucet with Drain,Faucet,ea,,,,,276.46,https://www.fergusonhome.com/kohler-k-37891-4/s2060938?uid=5032946,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,192 | 175 | 147 | 240 | 274 | 164 | 127,high
Valve,K8304,Kohler,Ferguson,Valve,Shower Valve,ea,,,,,126.02,https://www.fergusonhome.com/kohler-k-8304-ks/s1251522?uid=2992369,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,193 | 170 | 148 | 241 | 269 | 159 | 122,high
Shower Trim,KTS27043,Kohler,Ferguson,Shower Trim,Shower,ea,,,,,407.31,https://www.fergusonhome.com/kohler-k-ts27043-4/s1854449?uid=4388935,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,194 | 169 | 149 | 243 | 268 | 158 | 121,high
"Kohler 24"" Sundae Towel Bar",R31058,Kohler,Home Depot,"Kohler 24"" Sundae Towel Bar",Hardware,ea,,,black,black,27.08,https://www.homedepot.com/p/KOHLER-Sundae-24-in-Wall-Mounted-Towel-Bar-in-Matte-Black-R31058-BL/322230892,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,229 | 180 | 179 | 285 | 284 | 168 | 131,high
"Kohler Sundae 18"" Towel bar",R31059,Kohler,Home Depot,"Kohler Sundae 18"" Towel bar",Hardware,ea,,,black,black,26.10,https://www.homedepot.com/p/KOHLER-Sundae-18-in-Wall-Mounted-Towel-Bar-in-Matte-Black-R31059-BL/322230895,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,230 | 181 | 180 | 286 | 285 | 169 | 132,high
Kohler Sundae Toilet Paper Holder,R31060,Kohler,Home Depot,Kohler Sundae Toilet Paper Holder,Toilet,ea,,,black,black,21.68,https://www.homedepot.com/p/KOHLER-Sundae-Toilet-Paper-Holder-in-Matte-Black-R31060-BL/322231032,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,231 | 182 | 181 | 287 | 286 | 170 | 133,high
(3) Hooks two for bath - one for hand towel,R31062,Kohler,Home Depot,(3) Hooks two for bath - one for hand towel,,ea,,,black,black,56.96,https://www.homedepot.com/p/KOHLER-Sundae-J-Shaped-Robe-Hook-in-Matte-Black-R31062-BL/322233200?MERCH=REC-_-pipcollection-_-322231032-_-1-_-n/a-_-n/a-_-n/a-_-n/a-_-n/a,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,232 | 154 | 182 | 288 | 252 | 146 | 114,high
Shower Door - Swing brushed Nickel  https://www.homedepot.com/p/KOHLER-Ashan-32-36-in-W-x-70-in-H-Frameless-Pivot-Shower,R38343,Kohler,Home Depot,Shower Door - Swing brushed Nickel  https://www.homedepot.com/p/KOHLER-Ashan-32-36-in-W-x-70-in-H-Frameless-Pivot-Shower-Door-in-Brushed-Nickel-with-1-4-in-Thick-Crystal-Clear-Glass-R38343-6L-BNK/333388627 600 550.3325 Home Depot  0.0 0.0 0.0,Plumbing,ea,,,brushed nickel,brushed nickel,550.33,https://www.homedepot.com/p/KOHLER-Ashan-32-36-in-W-x-70-in-H-Frameless-Pivot-Shower-Door-in-Brushed-Nickel-with-1-4-in-Thick-Crystal-Clear-Glass-R38343-6L-BNK/333388627,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,237 | 166,high
Vanity Light,SC03,Kohler,Ferguson,Vanity Light,Lighting,ea,,,,,267.00,https://www.fergusonhome.com/kohler-lighting-26848-sc03/s1892805?uid=4476255,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,31 | 86 | 30 | 88 | 96 | 81,high
LVT Flooring,ANTLERTRAIL210SQFT,LifeProof,Home Depot,,Master Bathroom LVP,ea,,,,,656.04,,,baseline,,John Daye 39938-CJC,26,high
LVP Flooring Walnut Glen 24 SQ FT  https://www.homedepot.com/p/Lifeproof-Walnut-Glen-22-MIL-x-7-4-in-W-x-47-8-L-Waterpro,B47,Lifeproof,,LVP Flooring Walnut Glen 24 SQ FT  https://www.homedepot.com/p/Lifeproof-Walnut-Glen-22-MIL-x-7-4-in-W-x-47-8-L-Waterproof-Click-Lock-Luxury-Vinyl-Plank-Flooring-19-8-sqft-case-67400-500-07B47/328123953 67400.500.07B47 200 166 138.12699999999998 Home Depot  2026-03-31 00:00:00 0.0,,ea,,,,,67400.50,https://www.homedepot.com/p/Lifeproof-Walnut-Glen-22-MIL-x-7-4-in-W-x-47-8-L-Waterproof-Click-Lock-Luxury-Vinyl-Plank-Flooring-19-8-sqft-case-67400-500-07B47/328123953,,derived,compiled_products_db.xlsx,Sheet1,155,high
0.0 LVT Floor Tile - Dusk Cherry  https://www.homedepot.com/p/Lifeproof-Dusk-Cherry-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lo,I06204LP,Lifeproof,Home Depot,0.0 LVT Floor Tile - Dusk Cherry  https://www.homedepot.com/p/Lifeproof-Dusk-Cherry-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I06204LP/311573441  I06204LP 193.061 Home Depot  0.0,Flooring,ea,,,,,0.00,https://www.homedepot.com/p/Lifeproof-Dusk-Cherry-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I06204LP/311573441,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,26,high
EnSuite Bath  LVP L.P. Shallowford Oak 41 SQ FT  https://www.homedepot.com/p/Lifeproof-Shallowford-Oak-22-MIL-x-8-7-in-W,I228133LX,Lifeproof,Home Depot,EnSuite Bath  LVP L.P. Shallowford Oak 41 SQ FT  https://www.homedepot.com/p/Lifeproof-Shallowford-Oak-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sq-ft-case-I228133LX/327715775 I228133LX 300 160 179.45685 Home Depot  2026-03-31 00:00:00 0.0,Flooring,ea,,,,,179.46,https://www.homedepot.com/p/Lifeproof-Shallowford-Oak-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sq-ft-case-I228133LX/327715775,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,173 | 69 | 734,high
LVT  LVT Flooring Pinecrest Place Oak 792 SQ FT  https://www.homedepot.com/p/Lifeproof-Pinecrest-Place-Oak-22-MIL-x-8-7-,I233111L,Lifeproof,Home Depot,LVT  LVT Flooring Pinecrest Place Oak 792 SQ FT  https://www.homedepot.com/p/Lifeproof-Pinecrest-Place-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-I233111L/327716118 I233111L 3500 2512.4 3193.35335 Home Depot  2026-06-09 00:00:00,Flooring,ea,,,,,2512.40,https://www.homedepot.com/p/Lifeproof-Pinecrest-Place-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-I233111L/327716118,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,102 | 88,high
LVP- floor https://www.homedepot.com/p/Lifeproof-Sterling-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-V,I966106LP,Lifeproof,Home Depot,LVP- floor https://www.homedepot.com/p/Lifeproof-Sterling-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I966106LP/309083456 Lifeproof 500 127.74 Home Depot Lou order 0.0,Flooring,ea,,,,,127.74,https://www.homedepot.com/p/Lifeproof-Sterling-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I966106LP/309083456,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,87 | 75,high
Flooring  LP - Navarra Maple 622 + 111 733 SQ FT  https://www.homedepot.com/p/Lifeproof-Navarra-Maple-22-mil-x-8-7-in-W-,IT13126L,Lifeproof,Home Depot,Flooring  LP - Navarra Maple 622 + 111 733 SQ FT  https://www.homedepot.com/p/Lifeproof-Navarra-Maple-22-mil-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-IT13126L/325477212 IT13126L 2600 2515.6975249999996 4759.14 Home Depot  2026-04-23 00:00:00 0.0,Flooring,ea,,,,,2515.70,https://www.homedepot.com/p/Lifeproof-Navarra-Maple-22-mil-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-IT13126L/325477212,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,127 | 101,high
T-Strip,NOMACH,LifeProof,Home Depot,,Master Bathroom LVP,ea,,,,,41.79,,,baseline,,John Daye 39938-CJC,27,high
LVT Flooring (5),SI2103090L,LifeProof,Home Depot,Hall Bath LVT LVT Flooring (5)  LifeProof SI2103090L 300 272.536 344.658 Home Depot Mountain Brook Marble,Hall Bath LVT,ea,,,,,272.54,,,merged,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,John Daye 39938-CJC | Sheet1,74 | 94 | 84,high
Life Proof  Flooring - 50 SQ FT Feldstar Onxy 12x24 - (1) T-Strip EST  https://www.homedepot.com/p/Lifeproof-Feldspar-On,SI992101L,Lifeproof,Home Depot,Life Proof  Flooring - 50 SQ FT Feldstar Onxy 12x24 - (1) T-Strip EST  https://www.homedepot.com/p/Lifeproof-Feldspar-Onyx-22-MIL-x-11-9-in-W-x-23-8-in-L-Click-Lock-Waterproof-Vinyl-Tile-Flooring-17-7-sq-ft-Case-SI992101L/331922386 SKU: 1012460766 218.81654999999998 Home Depot  0.0 2026-03-28 00:00:00,Flooring,ea,,,,,218.82,https://www.homedepot.com/p/Lifeproof-Feldspar-Onyx-22-MIL-x-11-9-in-W-x-23-8-in-L-Click-Lock-Waterproof-Vinyl-Tile-Flooring-17-7-sq-ft-Case-SI992101L/331922386,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,253 | 178,high
T-Strip (1),V4N1H-08542,LifeProof,Home Depot,,Hall Bath LVT,ea,,,,,41.79,,,baseline,,John Daye 39938-CJC,75,high
"Miseno Bella 1.2 GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly
Model: MNO311LCP",MNO311LCP,Miseno,Ferguson cancelled BO til end of May,,Faucet,ea,,,,,129.47,https://www.fergusonhome.com/miseno-mno311l/s1963380?uid=4644130,,derived,Product_Master_Refined.xlsx,Product Master | Raw Extract,167 | 277,high
Valve - Moen Posi,8371HD,Moen,Ferguson,Valve - Moen Posi,Shower Valve,ea,,,,,169.81,https://www.fergusonhome.com/moen-8371hd/s357671?uid=1908313,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,61 | 78 | 55 | 118 | 81,high
Shower Wall Elbow Supply,A725ORB,Moen,Ferguson,False Shower Wall Elbow Supply  https://www.fergusonhome.com/moen-a725/s415773?uid=1030244 A725ORB 72.776 Ferguson 2026-02-11 00:00:00 0.0,Shower,ea,,,,,72.78,https://www.fergusonhome.com/moen-a725/s415773?uid=1030244,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,70 | 231 | 63 | 211 | 148,high
0.0 Moen Faucet & Drain Kit   https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,B01H1SOC02,Moen,,0.0 Moen Faucet & Drain Kit   https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1 M6802BN 209.3555 Amazon  2026-02-26 00:00:00 0.0,,ea,,,,,0.00,https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,,derived,compiled_products_db.xlsx,Sheet1,243,high
0.0 Moen Tub Spout  https://www.amazon.com/Moen-3839BN-Rizon-Brushed-Nickel/dp/B074K731S9/ref=sr_1_4?crid=XZNZBN2CGIQ7&d,B074K731S9,Moen,Amazon,0.0 Moen Tub Spout  https://www.amazon.com/Moen-3839BN-Rizon-Brushed-Nickel/dp/B074K731S9/ref=sr_1_4?crid=XZNZBN2CGIQ7&dib=eyJ2IjoiMSJ9.utzQ0UX5_wgBIDFSQOysdYhZajZDRW4ebHT3KUUv5-w.mRga2qlPaSVp3phWEq4AEg59eJ9NuKQleDuovA5je74&dib_tag=se&keywords=3839bn&qid=1772131720&s=hi&sprefix=3839bn%2Ctools%2C176&sr=1-4&th=1 M3839BN 74.681675 Amazon  2026-02-26 00:00:00 0.0,Plumbing,ea,,,,nickel,0.00,https://www.amazon.com/Moen-3839BN-Rizon-Brushed-Nickel/dp/B074K731S9/ref=sr_1_4?crid=XZNZBN2CGIQ7&dib=eyJ2IjoiMSJ9.utzQ0UX5_wgBIDFSQOysdYhZajZDRW4ebHT3KUUv5-w.mRga2qlPaSVp3phWEq4AEg59eJ9NuKQleDuovA5je74&dib_tag=se&keywords=3839bn&qid=1772131720&s=hi&sprefix=3839bn%2Ctools%2C176&sr=1-4&th=1,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,244 | 173,high
0.0 Shower Head  https://www.amazon.com/Moen-3662EPBN-Magnetix-Six-Function-Showerhead/dp/B07979FN76?ref_=pb_hm_dp M3662,B07979FN76,Moen,Amazon,0.0 Shower Head  https://www.amazon.com/Moen-3662EPBN-Magnetix-Six-Function-Showerhead/dp/B07979FN76?ref_=pb_hm_dp M3662EPBN 201.5182  Amazon  2026-02-26 00:00:00 0.0,Plumbing,ea,,,,,0.00,https://www.amazon.com/Moen-3662EPBN-Magnetix-Six-Function-Showerhead/dp/B07979FN76?ref_=pb_hm_dp,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,240 | 170,high
Shower Head - Magnitic,C5BL,Moen,Ferguson,Shower Head - Magnitic,Shower,ea,,,,,249.65,https://www.fergusonhome.com/moen-220c5/s1965009?uid=4649838,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,26 | 110 | 24 | 84 | 188,high
0.0 Curved Shower Rod  https://www.amazon.com/Moen-DN2170BN-DN2170-Tension-Curved/dp/B0BP3S294G?ref_=pb_hm_dp MDN2170BN,DN2170BN,Moen,Amazon,0.0 Curved Shower Rod  https://www.amazon.com/Moen-DN2170BN-DN2170-Tension-Curved/dp/B0BP3S294G?ref_=pb_hm_dp MDN2170BN 47.036 Ferguson  2026-02-26 00:00:00 0.0,Plumbing,ea,,,,,0.00,https://www.amazon.com/Moen-DN2170BN-DN2170-Tension-Curved/dp/B0BP3S294G?ref_=pb_hm_dp,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,246 | 174,high
"T.P. Moen 7-5/8"" x 1"" Grab Bar with Integrated Tissue Holder from the Home Care Collection",LR2352DBN,Moen,Ferguson,"0.0 T.P. Moen 7-5/8"" x 1"" Grab Bar with Integrated Tissue Holder from the Home Care Collection https://www.fergusonhome.com/moen-lr2352d/s591174?uid=1748229 LR2352DBN 64.37200000000001 Ferguson  0.0",Uncategorized,ea,,,,,64.37,https://www.fergusonhome.com/moen-lr2352d/s591174?uid=1748229,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,15 | 37 | 195 | 16 | 151 | 21 | 22,high
"Powder room Faucet Moen Brantford Collection 4"" Centerset",M-66610,Moen,Ferguson,"Powder room Faucet Moen Brantford Collection 4"" Centerset",Faucet,ea,,,,,131.27,https://www.fergusonhome.com/moen-66610/s296425?uid=1234366&searchId=0ydq3X01TC,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,197 | 285 | 153 | 251 | 312,high
Shower Arm Flange,M164745ORB,Moen,Ferguson,False Shower Arm Flange  https://www.fergusonhome.com/moen-164745/s849728?uid=2175845 M164745ORB 19.657 Ferguson 2026-02-11 00:00:00 0.0,Shower,ea,,,,,19.66,https://www.fergusonhome.com/moen-164745/s849728?uid=2175845,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,198 | 229 | 154 | 209 | 146,high
Shower Valve - posi temp,M2570,Moen,Ferguson,Shower Valve - posi temp,Shower,ea,,,,,145.69,https://www.fergusonhome.com/moen-2570/s136731?uid=2553010,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,199 | 100 | 155 | 252 | 169 | 99 | 87,high
Shower Head,M3662EPBN,Moen,Amazon,,Shower,ea,,,,,201.52,https://www.amazon.com/Moen-3662EPBN-Magnetix-Six-Function-Showerhead/dp/B07979FN76?ref_=pb_hm_dp,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,200 | 265 | 156,high
Shower Handheld w/Slide Bar,M3667EPORB,Moen,Ferguson,False Shower Handheld w/Slide Bar  https://www.fergusonhome.com/moen-3667ep/s870602?uid=2223440 M3667EPORB 535.502 Ferguson 2026-02-11 00:00:00 0.0,Shower,ea,,,,,535.50,https://www.fergusonhome.com/moen-3667ep/s870602?uid=2223440,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,201 | 230 | 157 | 210 | 147,high
Moen Tub Spout,M3839BN,Moen,Amazon,,Tub,ea,,,,,74.68,https://www.amazon.com/Moen-3839BN-Rizon-Brushed-Nickel/dp/B074K731S9/ref=sr_1_4?crid=XZNZBN2CGIQ7&dib=eyJ2IjoiMSJ9.utzQ0UX5_wgBIDFSQOysdYhZajZDRW4ebHT3KUUv5-w.mRga2qlPaSVp3phWEq4AEg59eJ9NuKQleDuovA5je74&dib_tag=se&keywords=3839bn&qid=1772131720&s=hi&sprefix=3839bn%2Ctools%2C176&sr=1-4&th=1,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,203 | 271 | 159,high
Shower Valve,M62370,Moen,Ferguson,Brushed Nickel  0.0 Shower Valve  https://www.fergusonhome.com/moen-62370/s283533?uid=268103 M62370 135.63 Ferguson  2026-02-26 00:00:00 0.0,Shower,ea,,,brushed nickel,brushed nickel,135.63,https://www.fergusonhome.com/moen-62370/s283533?uid=268103,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,204 | 264 | 160 | 239 | 169,high
Moen Faucet & Drain Kit,M6802BN,Moen,Amazon,0.0 Moen Faucet & Drain Kit   https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1 M6802BN 209.3555 Amazon  2026-02-26 00:00:00 0.0,Faucet,ea,,,,,209.36,https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,205 | 270 | 161 | 172,high
Faucet - Moen,M7260SRS,Moen,Ferguson,Faucet - Moen,Faucet,ea,,,,,426.79,https://www.fergusonhome.com/moen-7260/s1783606?uid=4244185,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,206 | 36 | 162 | 254 | 24 | 45 | 44,high
(2) Faucet Valves,M9000,Moen,Ferguson,False (2) Faucet Valves  https://www.fergusonhome.com/moen-9000/s373576?uid=112916 M9000 254.232 Ferguson 2026-02-11 00:00:00 0.0,Faucet,ea,,,,,254.23,https://www.fergusonhome.com/moen-9000/s373576?uid=112916,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,207 | 236 | 163 | 216 | 151,high
Bath Tub Rough In,M9792,Moen,Ferguson,False Bath Tub Rough In  https://www.fergusonhome.com/moen-9792/s763099?uid=1958615 M9792 333.04699999999997 Ferguson 2026-02-11 00:00:00 0.0,Tub,ea,,,,,333.05,https://www.fergusonhome.com/moen-9792/s763099?uid=1958615,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,208 | 238 | 164 | 218 | 153,high
Shower Vacuum Breaker,MA714ORB,Moen,Ferguson,False Shower Vacuum Breaker  https://www.fergusonhome.com/moen-a714/s412862?uid=1030219 MA714ORB 161.54600000000002 Ferguson 2026-02-11 00:00:00 0.0,Shower,ea,,,,,161.55,https://www.fergusonhome.com/moen-a714/s412862?uid=1030219,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,209 | 232 | 165 | 212 | 149,high
Curved Shower Rod,MDN2170BN,Moen,Ferguson,,Shower,ea,,,,,47.04,https://www.amazon.com/Moen-DN2170BN-DN2170-Tension-Curved/dp/B0BP3S294G?ref_=pb_hm_dp,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,210 | 273 | 166,high
"Grab Bar 18"" Vertical Moen Home Care",MR8718D3GCH,Moen,Ferguson,"Grab Bar 18"" Vertical Moen Home Care",Hardware,ea,,,,,59.54,https://www.fergusonhome.com/moen-r8718d3g/s661980?uid=1899242,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,212 | 54 | 168 | 272 | 43 | 59 | 55,high
